Timestamp,1.  คุณมีอาการทางกายอย่างไรบ้างเมื่อต้องสูดดมควันฝุ่น PM2.5? ,2. คุณอยู่ในกลุ่มอายุช่วงใด? ,3.  กิจกรรมใดต่อไปนี้ที่คุณต้องหยุดหรือปรับเปลี่ยนเมื่อสถานการณ์หมอกควันเริ่มรุนแรงขึ้น? ,4.  สิ่งของใดที่คุณซื้อหรือใช้งานบ่อยขึ้นเนื่องจากปัญหาหมอกควัน? ,5.  คุณเห็นการเปลี่ยนแปลงอย่างไรบ้างในละแวกบ้านหรือตลาดในท้องถิ่นเมื่อสถานการณ์หมอกควันแย่? ,6.  วิธีหลักในการจัดการหรือป้องกันตนเองจากฝุ่นควันเมื่อคุณอยู่ช้างนอกคืออะไร? ,7. ฤดูที่มีหมอกควันส่งผลกระทบต่ออารมณ์หรือระดับความเครียดของคุณมากน้อย เพียงใด ?,8. คุณภาพอากาศส่งผลต่อวิธีการพูดหรือการปฏิสัมพันธ์ของคุณกับคนอื่นหรือไม่?,9.  เมื่อคุณอยู่ที่บ้านในช่วงฤดูที่มีหมอกควัน คุณมีวิธีจัดการกับอากาศภายในบ้านและความร้อนอย่างไร? ,"10.  คุณใช้เวลาในที่สาธารณะ เช่น วัด, สวนสาธารณะ หรือตลาด น้อยลงหรือไม่เนื่องจากคุณภาพอากาศ? ",11. ในความคิดเห็นของคุณ เพราะอะไรภึงคนจำนวนมากในแม่สอดจึงเลือกที่จะไม่สวมหน้ากากอนามัยเมื่ออยู่ข้างนอก? ,12. คุณสวมหน้ากากอนามัยเฉพาะเมื่อเริ่มรู้สึกไม่สบายหรือเห็นฝุ่นละอองจำนวนมากใช่หรือไม่?,13.  ในช่วงฤดูที่มีหมอกควัน คุณต้องทำความสะอาดฝุ่นหรือเขม่าดำภายในบ้านหรือร้านค้าบ่อยแค่ไหน? ,14.  เหตุผลหลักที่คุณสวมหน้ากากอนามัยคืออะไร? ,15.  คุณรู้สึกว่าหมอกควันกลายเป็นเรื่องปกติของชีวิตที่ไม่มีวันเปลี่ยนแปลงไปแล้วใช่หรือไม่? ,16. เนื่องจากพบฝุ่น PM2.5 ในหลายพื้นที่ของประเทศไทย คุณรู้สึกอย่างไรกับการอาศัยอยู่ที่นี่ในช่วงฤดูที่มีหมอกควัน? ,17. เมื่อคุณอยู่ในสถานที่ในร่มที่สะดวกสบายและมีเครื่องปรับอากาศ (เช่น ร้านอาหารหรือห้างสรรพสินค้า) คุณมักจะถอดหน้ากากอนามัยออกใช่หรือไม่? ,18. ในความคิดเห็นของคุณ สิ่งใดคือสาเหตุที่ใหญ่ที่สุดของมลพิษทางอากาศ? ,19. คุณตรวจสอบหรือทราบได้อย่างไรว่าคุณภาพอากาศ (PM2.5) ในวันนี้ย่ำแย่? ,20. คุณคิดว่าคุณภาพอากาศในแม่สอดและตากจะดีขึ้นในอีก 5 ปีข้างหน้าหรือไม่? 
28/03/2026 14:02:42,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","หน้ากากอนามัย, ยาแก้ไอหรือยาแก้แพ้","คนออกมาเดินเล่นหรือซื้อของน้อยลง, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกเครียดและกังวลมาก,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,อาจเป็นความเคยชิน,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
28/03/2026 14:08:59,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","ยาหยอดตาหรือสเปรย์ฉีดจมูก, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์)","อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,"ลืม,ไม่ได้ซื้อไว้",ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ฉันจะสวมหน้ากากก็ต่อเมื่อมีคนอยู่รอบๆจำนวนมากเท่านั้น,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
28/03/2026 14:10:04,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ",18-25 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ยาหยอดตาหรือสเปรย์ฉีดจมูก, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์), ยาแก้ไอหรือยาแก้แพ้","คนออกมาเดินเล่นหรือซื้อของน้อยลง, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,-,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,การเผาพื้นที่เกษตรกรรมและไฟป่า,สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
28/03/2026 15:33:18,ไม่มี,ต่ำกว่า 18 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,มือถือ,ไม่มีการเปลี่ยนแปลงใดๆ,เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกปกติ / สงบ,ไม่ส่งผล,ไม่มี,ไม่,ไม่ทราบ,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ไม่เคยเลย,ความเคยชิน,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ปกติ,สวมใส่ตลอดเวลา,ไม่ทราบ,ไม่ได้ตรวจสอบ จะรู้ก็ต่อเมื่อเริ่มรู้สึกไม่สบายหรือป่วยเท่านั้น,ไม่ทราบ
28/03/2026 17:11:54,"มีอาการแพ้ (จาม, แสบตา/คันตา)",18-25 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การออกกำลังกายหรือเดินเล่นนอกบ้าน, ทำงานในบ้าน","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ยาแก้ไอหรือยาแก้แพ้","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,"เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ, ใช้พัดลมและเปิดหน้าต่างทิ้งไว้",ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,อากาศร้อนใส่หน้ากากแล้วหายใจลำบาก,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,การเผาพื้นที่เกษตรกรรมและไฟป่า,ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
28/03/2026 17:15:19,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ",มากกว่า 40 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์)","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกเศร้าหรือหดหู่เพราะท้องฟ้าที่เป็นสีเทา,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,อากาศร้อนอึดอัดหายใจไม่สะดวก,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
28/03/2026 17:15:48,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,เล่นกีต้าร์อยุ่บ้านทั้งวัน,ยาแก้ไอหรือยาแก้แพ้,ทุกอย่างดูเป็นสีเทาไปหมด,กินยาภูมิแพ้,ฉันรู้สึกรำคาญใจเล็กน้อย,ไช่ เสียงแหบ ขึ้นจมูก,เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,ขี้เกียจ,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,ไม่เคยเลย,ฉันไม่สวมหน้ากากเลย เพราะไม่มีใครบังคับ,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน),สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
28/03/2026 18:38:29,"รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",18-25 ปี,การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด,"หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์)","อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,เพราะไม่สะดวก ไม่ชิน,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ฉันจะสังเกตเห็นเฉพาะช่วงเดือนที่ร้อนมากๆ เท่านั้น (ม.ค. - พ.ค.),ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
28/03/2026 20:31:29,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, ยาหยอดตาหรือสเปรย์ฉีดจมูก, เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","คนออกมาเดินเล่นหรือซื้อของน้อยลง, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,เกะกะ,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ไม่ได้ตรวจสอบ จะรู้ก็ต่อเมื่อเริ่มรู้สึกไม่สบายหรือป่วยเท่านั้น,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
28/03/2026 23:02:39,"มีอาการแพ้ (จาม, แสบตา/คันตา)",18-25 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)",ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์),มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก,สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,อาจจะเพราะไม่ได้รู้สึกว่าฝุ่นอันตรายขนาดนั้น,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,เฉพาะช่วงที่อากาศแย่มากๆ,ฉันไม่สวมหน้ากากเลย เพราะไม่มีใครบังคับ,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,การเผาพื้นที่เกษตรกรรมและไฟป่า,ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
29/03/2026 07:23:03,"รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การออกกำลังกายหรือเดินเล่นนอกบ้าน",หน้ากากอนามัย,"ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,น้อยลงกว่าเดิมเล็กน้อย,อาจจะเพราะความเคยชิน และยังไม่ตระหนักถึงสภาพแวดล้อมในอากาศที่ไม่ดีต่อร่างกาย,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
29/03/2026 11:12:05,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)","หน้ากากอนามัย, เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,น้อยลงกว่าเดิมเล็กน้อย,เพราะอาจจะหายใจไม่ค่อยสะดวก,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ฉันจะสวมหน้ากากก็ต่อเมื่อมีคนอยู่รอบๆจำนวนมากเท่านั้น,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
30/03/2026 13:37:28,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด,หน้ากากอนามัย,ผู้คนสวมหน้ากากอนามัยกันมากขึ้น,สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,"ใช้พัดลมและเปิดหน้าต่างทิ้งไว้, อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน",น้อยลงกว่าเดิมเล็กน้อย,เพราะร้อนและหายใจลำบาก,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
